bike_id,lat,lon,is_reserved,is_disabled,vehicle_type,last_updated,year,month,day,hour,minute
76890990-2575-47d2-b2a5-b8ab79656a8a,37.7662,-122.3953,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
8e617cc1-ff68-4a22-9db6-4266cbca8557,37.7896,-122.3953,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
95218f17-99e7-4389-9494-242aa7955a56,37.7677,-122.396,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
f5c34b65-bf88-4075-9d98-b2542dee1811,37.7924,-122.3961,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
20144abe-c5db-49cb-be7a-892ce216df8a,37.7934,-122.3973,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
a3146309-b20f-468e-afc8-e741fbf6c7ff,37.7951,-122.3973,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
6d4c6da0-2e2e-401c-9fa2-9eeeb4fab061,37.7957,-122.3992,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
c3e7d2b8-c82e-44ed-bd8c-b61075b77252,37.7953,-122.3994,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
2701e507-aa60-499b-b3c0-683049d906d0,37.7953,-122.4005,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
95e1ef36-4030-46a4-ac8b-9976c8451139,37.789,-122.4013,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
d7b7f055-eb70-45a4-83a5-40f0b5a9de38,37.7884,-122.4066,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
901d8b91-523a-44dd-a79f-45e992772702,37.7876,-122.4075,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
cf3a6e12-9684-41ab-9b39-8ab548edf65a,37.7895,-122.4079,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
98a5d5c1-6f56-4790-b94b-2e47e6c5346c,37.7683,-122.408,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
67ad263f-26e6-48f9-94d9-85e0b33d4337,37.7808,-122.4101,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
935653c8-3e84-4cbf-97d5-f95406799631,37.7663,-122.4124,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
17520082-002d-429d-9cdb-6dbdf0d3d155,37.7584,-122.4193,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
9d085657-1520-436f-9321-f66ee18f2821,37.7652,-122.4196,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
774971da-f3b3-4e4c-adb9-58a0e4f2f310,37.7645,-122.4207,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
1f442ec8-2e7b-47b4-809d-5f1f6408d554,37.787,-122.3882,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
b79297c6-98c9-444e-8979-6572fb6e55c9,37.7668,-122.3882,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
69039f2c-78f0-4fcc-a132-d8b42559c1dc,37.7845,-122.3884,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
b756e350-b5eb-43ff-82b4-98fd3a9e567f,37.767,-122.3884,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
1479cecf-8e4a-449d-ad02-e88209951c6f,37.7671,-122.3885,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
f84192c7-2305-4e80-ab5a-cf7f47d19ad6,37.7678,-122.3885,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
5368d2f0-6101-4527-a911-2ff53b429956,37.7411,-122.3887,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
3758546f-d03c-46e3-8b0c-3d812a2f83e6,37.7669,-122.3889,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
e397a5d6-b0bd-4b2a-b360-e629c4a49478,37.7903,-122.3889,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
95736ae9-3461-4441-a353-f858f4618659,37.7688,-122.3891,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
9f561c4f-f25d-4b02-b690-e4f7cfc9575a,37.7688,-122.3892,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
0aa8fd58-b7a0-4cb6-a1c1-648d6b66aa6b,37.7912,-122.3892,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
c0a47e8a-e30d-4c64-8711-17101d056d75,37.7817,-122.3892,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
33748bf8-6c6f-4d35-93b6-2375d5a95947,37.7667,-122.3895,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
3ea33ac0-d992-4c8e-8644-dba86a1dc6aa,37.7385,-122.3896,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
5c47fa41-92e7-42e8-8d4c-5842cbb4edde,37.737,-122.39,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
19f216ab-37a2-4f56-85b6-291fe389b7c4,37.737,-122.3901,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
f3c15894-a2de-44d3-871c-6dfcb267721e,37.7369,-122.3901,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
80ea35c1-4832-4558-bc04-b8a03275c376,37.765,-122.3904,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
4ab1a06f-9942-4363-81d9-b78bc88eafef,37.7654,-122.3905,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
020af59d-bd76-4bec-a219-bf8dafc83680,37.7697,-122.3906,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
819ae7e8-fd3c-4da5-8661-bb41d5c77af6,37.7625,-122.3907,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
a06e76a6-0d6a-4cda-8d63-ff540049ef52,37.7884,-122.3907,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
e669c965-7805-4fea-8015-e90844296264,37.7665,-122.3908,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
4748df42-b1f8-41ff-acd8-37ae5624b15c,37.7677,-122.3909,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
3da3e4ac-b161-405b-98ea-0028f5725779,37.7914,-122.391,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
dfe60108-34ec-4a1a-885d-0c06df8ab8a4,37.767,-122.391,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
4664634f-ba64-44d7-9116-bfa4dc6ce0e3,37.7665,-122.3911,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
28d2431a-78e0-4bbb-a1c7-86ab8b118543,37.7335,-122.3912,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
b3fb39cf-89a1-4003-847f-826648fc3e2e,37.7286,-122.3912,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
82b494a9-a035-4843-8243-ee347ea8f9fa,37.7336,-122.3913,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
7c5ed360-fbee-4e65-99c1-c74dae826fed,37.7329,-122.3913,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
8a38f1bc-d127-4d04-8a74-44ae8a07ca58,37.7327,-122.3914,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
c0914b4e-8498-4a7e-9b13-248cec80c414,37.7742,-122.3916,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
8f1172a2-3a68-4ca4-9ca0-02556bdba80d,37.7322,-122.3918,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
81077068-1ad4-480d-a555-7936c8455d87,37.7298,-122.3922,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
f8754ab5-4917-454a-a67a-576d7a33d370,37.765,-122.3924,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
506f00bc-5ded-4aea-8b94-d23fcba67c04,37.7331,-122.3927,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
b6589e05-fb3b-49d7-8363-79645972edfb,37.7945,-122.3928,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
05a629be-4bcc-4c84-b5a7-00bb0e916bc7,37.777,-122.3929,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
ed55af07-cd6b-49bd-8955-3c7b41bb8fc4,37.7253,-122.3932,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
c62d1163-ca2b-4dd8-9055-fd1279130585,37.7252,-122.3933,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
a345df84-47c8-4a22-b3b9-5da0d8e3a0f3,37.7782,-122.3935,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
aae3d973-8ab8-46cb-b359-2ea2926b53af,37.7929,-122.3937,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
efddf8b6-d672-4567-ad5c-779c8668486a,37.7957,-122.3941,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
240edae1-725f-4f64-876e-95b57e24ea76,37.7709,-122.3944,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
f335d002-0411-48d4-8386-487fe4200605,37.7912,-122.3946,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
44adf9c3-1e08-4489-916a-0bb314e27a0f,37.7963,-122.3947,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
b5653cf3-df4b-4c54-ad34-b77b2fc4abf6,37.7947,-122.3959,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
8b95a8d2-bdb5-4456-9a0d-3fb560266bfa,37.7991,-122.397,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
8b79b0d8-c322-4c93-9600-c98c52b2fcac,37.7991,-122.397,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
23086237-3942-46d9-8c94-59f6d3ca80bb,37.7991,-122.397,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
fab4e48f-5e73-4ec9-8f0c-2a7fd96ad2c1,37.7889,-122.3976,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
3a1c75fa-779e-40dd-8c13-16fe17986b70,37.765,-122.3986,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
b5a11d3e-0c92-423f-8eab-5eeba2ee96ff,37.7633,-122.3998,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
87b2b165-44be-4077-9a16-e706b5ec9201,37.7425,-122.4001,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
5863f84b-b65d-407c-9e77-339640d1ee0f,37.7974,-122.4007,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
009a406c-7815-4f46-88b6-c4228fd2a96d,37.7985,-122.4015,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
7454caf9-85fd-4aee-8769-4ebeea915db9,37.7782,-122.4016,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
f4646337-13d8-49fd-8982-b40c0f7b3d29,37.8051,-122.4028,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
3df53ded-73d5-4064-a981-8d099185ebf1,37.8024,-122.403,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
714330e6-425b-4893-88b0-6ad2168695a1,37.8016,-122.4031,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
64348417-aba3-4c9e-a8ae-ef2b2947dd63,37.7649,-122.4037,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
deaeb5d4-7516-453e-8ad6-854a5f66b9b7,37.7282,-122.4038,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
b9449afd-d27f-438c-8e66-9cb57a7435a6,37.7114,-122.404,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
77fb9b4f-a932-44a4-a660-37956766bc1a,37.7557,-122.4053,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
9a7e5c1b-ec64-4a70-b36e-1e95cf2e63c0,37.7083,-122.4056,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
8b6fe21e-3323-4d92-9f87-1acd63af6f9c,37.7894,-122.4075,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
99239347-9ef6-4b48-b0a5-fc20e5158925,37.7482,-122.4087,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
c9497eac-5778-4c48-b960-ae8200568ab0,37.7835,-122.4088,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
d7ddf86f-910d-4101-948b-a255cfa77f54,37.8083,-122.4093,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
311ecdf7-ca80-41cf-aade-718b9b6ad69c,37.7883,-122.4098,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
e4b11045-b232-4d55-b964-ceb0977e500c,37.7994,-122.4103,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
8496b170-37a2-4956-8c77-e0e239c4392e,37.7593,-122.4109,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
48b93cc3-fc54-4bc2-8772-ee350d70e9f0,37.7733,-122.411,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
b36baa9d-a610-4cdc-8401-41fb2697be26,37.7592,-122.4115,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
555535d2-ac2e-438c-b827-9113c616a521,37.759,-122.4116,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
31ba1602-1693-4a3e-900f-06dcda56f22c,37.759,-122.4116,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
dfb1f77f-910c-46a7-85e9-8eac8882d02d,37.781,-122.412,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
fcee8410-e161-4ce7-b6c2-1a00415b66ad,37.7662,-122.4124,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
dd0e3193-4128-4ee3-968d-30408cdd2f0a,37.7969,-122.4128,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
a8a80ef6-6e3f-4299-a313-e471d0a3ea6d,37.8048,-122.4136,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
48b58c23-dc4d-469a-9978-11736dbe6af8,37.7768,-122.4141,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
2949ab09-813f-48d4-9737-59b4e9c8e3fb,37.7875,-122.4142,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
767eccd5-9f2a-4735-92cd-a8c35f3d7eee,37.8085,-122.4143,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
5d8ec346-eb9e-405f-9fa6-4996fe1bb29a,37.8085,-122.4143,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
a094fce2-19b0-4597-97c5-a362ba51beeb,37.8085,-122.4143,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
45b57275-b2a7-4f48-ad63-7018c3d7e566,37.8084,-122.4143,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
6f9282b0-401d-423d-b5d4-f6cda5bc98bd,37.8084,-122.4143,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
bc844632-250e-4a82-860d-43113f344228,37.7557,-122.4152,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
7737b6c1-4f93-4494-9007-9095e8bfe5aa,37.8081,-122.4158,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
d4da1522-e05a-4f5a-88c4-a76930cf6196,37.7951,-122.4165,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
528df11a-f915-4885-9676-37447a79c17d,37.8025,-122.4165,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
427f40df-9819-4f24-87c4-9692a8480ee4,37.7778,-122.4171,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
8f453112-b55e-4977-b495-cbe8b0beb6b7,37.7862,-122.4171,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
346015c1-db93-4812-b1b6-cbdfb26ed73f,37.7863,-122.4171,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
ca826ff6-17c9-4b8e-8581-3ee6813a93fc,37.7491,-122.4173,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
b665b9c8-b98a-4e23-ad7a-579305d5af73,37.808,-122.4178,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
3660b7f3-1696-49a6-965a-21ea2e61a786,37.7597,-122.418,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
bb033b65-02d0-4f80-822f-9fca214e0543,37.8071,-122.4181,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
cf9e1101-9b0f-4c3d-ac05-eb9b3b7ea49f,37.7771,-122.4181,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
c06c359b-1213-4f27-95c1-ae9ed5a6cdf2,37.75,-122.4183,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
a2bf1d84-7553-491b-a5b5-bebb2dc08e2c,37.7543,-122.4184,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
68209d0e-2981-4760-a078-edc66a1adf5f,37.7537,-122.4186,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
5b7d425a-8c2e-44ab-b94f-9d4171272e0e,37.7983,-122.4188,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
ba9b2579-b0ec-4117-bf79-fcac52218ca8,37.7468,-122.4189,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
e7a16826-de1a-4fea-83de-682e580f314a,37.7395,-122.419,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
e72d80b7-3ddb-498e-8a83-ea228060d49c,37.7579,-122.4192,0,0,scooter,2021-05-26T04:58:28Z,2021,5,26,4,58
